id,name,link,popularity,service_level,latency,test,category,subscribers,version,description,website,created,updated,reviewers,creator_name,creator_link,pricing_basic_price,pricing_basic_period,pricing_basic_requests,pricing_basic_features,pricing_basic_rate_limit,pricing_pro_price,pricing_pro_period,pricing_pro_requests,pricing_pro_features,pricing_pro_rate_limit,pricing_ultra_price,pricing_ultra_period,pricing_ultra_requests,pricing_ultra_features,pricing_ultra_rate_limit,pricing_mega_price,pricing_mega_period,pricing_mega_requests,pricing_mega_features,pricing_mega_rate_limit,discussions,discussions_answered,discussions_avg_msgs,pricing_basic,pricing_pro,pricing_ultra,pricing_mega
5a206d4de4b0218e3e35e903,Bicedeep AI,https://rapidapi.com/icezzzz4/api/bicedeep-ai,,,,,Data,1,v1,"Data Science Artificial Intelligence (AI) As A Service. Detects data types. Suggests deep learning models works on your data. Applies selected models and let you create queries on them to make predictions, classifications and new data generations. No information is required about the data and procedures. Your data is stored as encrypted. The process is completely automated.

Python client https://github.com/Bicedeep/BicedeepAiApiPythonClient",https://bicedeepai.com,,2019-02-20T10:11:26.461Z,0,,https://rapidapi.com/user/icezzzz4,$99.00,mo,Queries - 4 / Month - + $99 | Files - 0 / Month - + $0 | Reports - 0 / Month - + $0 | Models - 0 / Month - + $0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,$99.00/mo,,,
5a2d49d2e4b0d0474fe9078f,APIService on Prod,https://rapidapi.com/gonenUN/api/apiservice-on-prod,,,,,Other,40,v1,API Service,,,2019-02-20T10:11:25.572Z,0,Diplay,https://rapidapi.com/user/gonenUN,$0.00,mo,"Requests - 500,000 / Month - Hard Limit",,1000 requests per hour,,,,,,,,,,,,,,,,0.0,0.0,0.0,$0.00/mo,,,
5a32aee9e4b038fa76c08fdf,Single Document Keyphrase Extraction,https://rapidapi.com/nlighten/api/single-document-keyphrase-extraction,,,,,Other,5,v1,Extracts Key Phrases from a document or piece of text.,,,2024-02-25T13:54:17.251Z,0,,https://rapidapi.com/user/nlighten,$0.00,mo,Requests - 100 / Day - + $0.01,,,$20.00,mo,"Requests - 3,000 / Day - + $0.005",,,$100.00,mo,"Requests - 20,000 / Day - + $0.005",,,$200.00,mo,"Requests - 100,000 / Day - + $0.0025",,,0.0,0.0,0.0,$0.00/mo,$20.00/mo,$100.00/mo,$200.00/mo
5a32b5b4e4b003d3c15161c4,Mobile Devices,https://rapidapi.com/benbaler/api/mobile-devices,,,,,Devices,600,v1,Detailed & updated specifications for any brand or model of mobile device,,,2019-02-20T10:10:31.924Z,1,Ben,https://rapidapi.com/user/benbaler,$0.00,mo,Requests - 100 / Month - + $0,,1000 requests per hour,$4.99,mo,Requests - Unlimited,,-,,,,,,,,,,,5.0,0.0,0.0,$0.00/mo,$4.99/mo,,
5a394d6be4b038fa76c09f7d,Initials Avatar,https://rapidapi.com/benbaler/api/initials-avatar,,,,,Social,180,v1,Generates initials avatar image from given name,,,2019-02-20T10:10:31.948Z,0,Ben,https://rapidapi.com/user/benbaler,$0.00,mo,Requests - 100 / Month - + $0,,1000 requests per hour,$4.99,mo,"Requests - 10,000 / Month - + $0",,-,$9.99,mo,Requests - Unlimited,,-,,,,,,0.0,0.0,0.0,$0.00/mo,$4.99/mo,$9.99/mo,
5a44d31fe4b003d3c151869f,World Cup 2018 Live Scores,https://rapidapi.com/heisenbug/api/world-cup-2018-live-scores,,,,,Sports,12,v1,"World Cup 2018 Live Scores API allows to retrieve matches results, scorers, lineups, substitutes, events, statistics, odds and much more all with live updates even with push notifications.",,,2019-02-20T10:11:07.502Z,0,Simone,https://rapidapi.com/user/heisenbug,,,,,,,,,,,,,,,,$999.99,mo,Requests - Unlimited,Live updates every about 2 minutes | Push Notifications | Full APIs access,,26.0,0.0,0.07692307692307693,,,,$999.99/mo
5a537a0be4b003d3c151a564,Custom Text Classification,https://rapidapi.com/shanky238/api/custom-text-classification,0.0,100.0,660.0,0.0,Other,28,v1,"A lot of the times, the biggest hindrance to use Machine learning is the unavailability of a data-set. There are many people who want to use AI for categorizing data but that needs making a data-set giving rise to a situation similar to a chicken-egg problem. 

We have built this classifier for text classification which relies on Zero-Shot learning technique called as Custom Classifier. Our base model is trained on a large news corpus of 10 million news articles to discover relationships be...",https://www.paralleldots.com/custom-classifier,,2024-02-25T13:54:15.095Z,0,,https://rapidapi.com/user/shanky238,$0.00,mo,"Requests - 500,000 / Month - Hard Limit",,1000 requests per hour,,,,,,,,,,,,,,,,0.0,0.0,0.0,$0.00/mo,,,
5a572d20e4b0647066e63421,Imdb,https://rapidapi.com/bvr/api/imdb,,,,,Media,174,v1,Check out this instead: https://rapidapi.com/imdb/api/movie-database-imdb-alternative. This api use for get imdb movie data.,http://development.innroommedia.com/,,2019-03-21T17:37:40.687Z,0,,https://rapidapi.com/user/bvr,$0.00,mo,"Requests - 500,000 / Month - Hard Limit",,1000 requests per hour,,,,,,,,,,,,,,,,0.0,0.0,0.0,$0.00/mo,,,
5a5ce1e0e4b0f60b40a0664b,Word Cloud,https://rapidapi.com/Textvis/api/word-cloud,9.5,100.0,240.0,80.0,Other,360,v1,"Generate great looking word clouds from text. Customize size, color and more.",https://wordcloudapi.com,,2024-02-25T13:54:18.229Z,3,Textvis,https://rapidapi.com/user/Textvis,$0.00,mo,Word Clouds - 30 / Month - + $0.1,,,$4.00,mo,Word Clouds - 100 / Month - + $0.02,,,$8.00,mo,Word Clouds - Unlimited,,,,,,,,14.0,0.0,0.2857142857142857,$0.00/mo,$4.00/mo,$8.00/mo,
5a5db192e4b0f2c967d9c990,Cars Search,https://rapidapi.com/marketcheck/api/cars-search,0.2,0.0,267.0,0.0,Other,1294,v1,Get access to over 14M Used and New cars for sale listings updated daily from over 50k US dealers and 4k Canada dealers. To sign up visit http://developer.marketcheck.com | To checkout more documentation visit http://apidocs.marketcheck.com,http://developer.marketcheck.com,,2024-02-25T13:54:16.120Z,0,,https://rapidapi.com/user/marketcheck,$0.00,mo,"Requests - 500,000 / Month - Hard Limit",,1000 requests per hour,,,,,,,,,,,,,,,,1.0,0.0,1.0,$0.00/mo,,,
5a5dce64e4b06a581a198cb8,DataAsInsights,https://rapidapi.com/DataAsInsights/api/dataasinsights,,,,,Other,16,v1,Company Data API,https://www.dataasinsights.com,,2024-02-25T13:54:18.558Z,0,DataAsInsights,https://rapidapi.com/user/DataAsInsights,$0.00,mo,,,1000 requests per hour,,,,,,,,,,,,,,,,1.0,0.0,0.0,$0.00/mo,,,
5a5e1ae2e4b06a581a198db5,Company Data Enrich,https://rapidapi.com/DataAsInsights/api/company-data-enrich,,,,,Other,22,v1,Discover more about organizations from their domain names also find out key people in the organization,,,2024-02-25T13:54:11.563Z,0,DataAsInsights,https://rapidapi.com/user/DataAsInsights,$0.00,mo,Requests - 50 / Month - + $0.05,,,$0.00,mo,"Requests - 2,500 / Month - + $0.04",,,$0.00,mo,"Requests - 60,000 / Month - + $0.04",,,,,,,,0.0,0.0,0.0,$0.00/mo,$0.00/mo,$0.00/mo,
5a5f22a1e4b000f7416972fb,abc,https://rapidapi.com/shoy_xiao/api/abc,,,,,Other,3,v1,1234,,,2024-02-25T13:54:16.271Z,0,,https://rapidapi.com/user/shoy_xiao,$0.00,mo,requests - 2 / Day - + $0,,1000 requests per hour,$2.00,mo,requests - Unlimited,,-,$0.00,mo,"requests - 500,000 / Month - Hard Limit",,1000 requests per hour,,,,,,0.0,0.0,0.0,$0.00/mo,$2.00/mo,$0.00/mo,
5a5f583de4b0f60b40a06ce7,People,https://rapidapi.com/DataAsInsights/api/people,0.0,0.0,16.0,0.0,Other,110,v1,"“Information is power” as we say. People API realised that giving their customers information on their own customers and prospects would ultimately help them with conversions and retention. Customers needed a way to gather additional data that would be non-invasive, automatic, and easy on the end user.",https://dataasinsights.com,,2024-02-25T13:54:16.273Z,0,DataAsInsights,https://rapidapi.com/user/DataAsInsights,$0.00,mo,"Requests - 500,000 / Month - Hard Limit",,1000 requests per hour,,,,,,,,,,,,,,,,0.0,0.0,0.0,$0.00/mo,,,
5a62d697e4b09c6b06da5c0d,Rent Estimate,https://rapidapi.com/moneals/api/rent-estimate,9.5,100.0,392.0,100.0,Business,725,v1,(API Deprecated) Get instant access to 140+ million real-time property rent estimates and comparable rental listings with the Realty Mole rental data API. Available nationwide in the US.,https://realtymole.com,,2024-06-14T22:42:29.054Z,6,Realty Mole,https://rapidapi.com/user/moneals,$0.00,mo,Requests - 50 / Month - + $0.2,Rent Estimates 140+ million | Rental Comps 25 per property,5 requests per second,$74.00,mo,"Requests - 1,000 / Month - + $0.06",Rent Estimates 140+ million | Rental Comps 25 per property,5 requests per second,$199.00,mo,"Requests - 5,000 / Month - + $0.03",Rent Estimates 140+ million | Rental Comps 25 per property,10 requests per second,$449.00,mo,"Requests - 25,000 / Month - + $0.015",Rent Estimates 140+ million | Rental Comps 25 per property,10 requests per second,9.0,0.0,1.0,$0.00/mo,$74.00/mo,$199.00/mo,$449.00/mo
5a632af6e4b082cb6c6b87ed,Social,https://rapidapi.com/DataAsInsights/api/social,0.0,0.0,16.0,0.0,Other,105,v1,"Enrich your existing email address by linking them to social connects like twitter, facebook and many more",https://dataasinsights.com,,2024-02-25T13:54:08.028Z,0,DataAsInsights,https://rapidapi.com/user/DataAsInsights,$0.00,mo,"Requests - 500,000 / Month - Hard Limit",,1000 requests per hour,,,,,,,,,,,,,,,,0.0,0.0,0.0,$0.00/mo,,,
5a649c45e4b0a904856545fd,QR Code Generator,https://rapidapi.com/dev4fun007/api/qr-code-generator,,,,,Other,720,v1,Generate QR code images using this API for any text.,,,2024-02-25T13:54:16.275Z,0,,https://rapidapi.com/user/dev4fun007,$0.00,mo,"Requests - 500,000 / Month - Hard Limit",,1000 requests per hour,,,,,,,,,,,,,,,,0.0,0.0,0.0,$0.00/mo,,,
5a6a1b7be4b09c6b06da6fea,Insult Generator,https://rapidapi.com/Lakerolmaker/api/insult-generator,0.0,0.0,11.0,0.0,Other,637,v1,Get's a random insult from over 529308  different combinations,,,2024-02-25T13:54:17.546Z,0,,https://rapidapi.com/user/Lakerolmaker,$0.00,mo,"Requests - 500,000 / Month - Hard Limit",,1000 requests per hour,,,,,,,,,,,,,,,,2.0,0.0,0.0,$0.00/mo,,,
5a6bc9bbe4b0a904856559b3,National Park Service,https://rapidapi.com/jonahtaylor/api/national-park-service,8.1,95.0,18118.0,95.0,Other,153,v1,"This API is designed to provide authoritative National Park Service (NPS) data and content about parks and their facilities, events, news, alerts, and more.",http://www.nps.gov/subjects/developer/api-documentation.htm,,2024-02-25T13:54:15.442Z,0,Jonah Taylor,https://rapidapi.com/user/jonahtaylor,$0.00,mo,"Requests - 500,000 / Month - Hard Limit",,1000 requests per hour,,,,,,,,,,,,,,,,0.0,0.0,0.0,$0.00/mo,,,
5a723ab1e4b00687d356c36b,Reverse Image Search - Berify.com,https://rapidapi.com/berify/api/reverse-image-search-berify-com,8.1,100.0,784.0,100.0,Other,150,v1,"Berify provides you with more results than any other image search. We've developed our own image matching algorithm and collected billions of images to give you not only exact matches but similar matching images. This is great for finding images that have been altered or match in a similar fashion making our service great for marketers, photographers, talent agents, law firms and much, much more.",https://berify.com,,2024-02-25T13:54:17.257Z,0,,https://rapidapi.com/user/berify,$0.00,mo,"Requests - 500,000 / Month - Hard Limit",,1000 requests per hour,$600.00,mo,"Requests - 10,000 / Month - + $0.001",,-,"$2,750.00",mo,"Requests - 50,000 / Month - + $0.055",,-,"$5,000.00",mo,"Requests - 100,000 / Month - + $0.05",,-,0.0,0.0,0.0,$0.00/mo,$600.00/mo,"$2,750.00/mo","$5,000.00/mo"
5a82f98ae4b06ec3937ace82,Storm Glass,https://rapidapi.com/ManniskaMaskin/api/storm-glass,9.3,100.0,996.0,100.0,Other,193,v1,"The Storm Glass API gives developers access to global marine weather data from multiple sources using a single REST API. 

The API returns marine weather forecasts for the next 7 days in hourly resolution. Forecasts include swell height, swell direction, swell period, wave height, wave direction, wave period, wind speed, wind direction, and air temperature.",https://stormglass.io/,,2024-02-25T13:54:11.404Z,1,ManniskaMaskin,https://rapidapi.com/user/ManniskaMaskin,$0.00,mo,Requests - 100 / Day - + $0,,1000 requests per hour,,,,,,$35.00,mo,"Requests - 5,000 / Day - Hard Limit",,-,,,,,,1.0,0.0,1.0,$0.00/mo,,$35.00/mo,
5a833a41e4b00687d356ee61,Reverse MX,https://rapidapi.com/whoisapi/api/reverse-mx,0.3,100.0,789.0,0.0,Database,81,v1,Reverse MX API lets you see the list of domains using the same mail server so that you can avoid your website sharing its server with dangerous or even blacklisted domains.,https://reverse-mx.whoisxmlapi.com/api?mc=rapidapi,,2021-11-02T10:14:07.556Z,0,Whois XML API,https://rapidapi.com/user/whoisapi,$0.00,mo,"Requests - 500,000 / Month - Hard Limit",,1000 requests per hour,,,,,,,,,,,,,,,,0.0,0.0,0.0,$0.00/mo,,,
5a841b2ee4b00687d356f0a8,Thai Movies Showtimes and Cinemas,https://rapidapi.com/falconstreaming/api/thai-movies-showtimes-and-cinemas,0.0,0.0,127280.0,0.0,Other,31,v1,Thailand movie showtime & cinema api,,,2024-02-25T13:54:16.290Z,0,,https://rapidapi.com/user/falconstreaming,$0.00,mo,Requests - 1 / Day - + $0,1. Movie Data,1000 requests per hour,$69.00,mo,Requests - Unlimited,1. Movie Data | 2. Cinema Data | 3. Showtime Data,-,,,,,,,,,,,0.0,0.0,0.0,$0.00/mo,$69.00/mo,,
5a84a50ce4b00687d356f2a8,Football Prediction,https://rapidapi.com/boggio-analytics/api/football-prediction,9.9,99.0,1307.0,99.0,Sports,7479,v1,"The Football Prediction API provides predictions for upcoming football matches, average bookie odds, results for past matches and prediction performance statistics for past results.",http://boggio-analytics.com/fp-api,,2021-04-13T21:05:56.099Z,10,boggio,https://rapidapi.com/user/boggio-analytics,$0.00,mo,Other endpoints - 25 / Day - Hard Limit | Prediction endpoint - 100 / Month - Hard Limit,1X2,1000 requests per hour,$14.99,mo,"Other endpoints - 1,500 / Day - Hard Limit | Prediction endpoint - 1,500 / Day - Hard Limit",1X2,-,$24.99,mo,"Other endpoints - 3,000 / Day - Hard Limit | Prediction endpoint - 5,000 / Day - Hard Limit",1X2 | Prediction probability | O/U 3.5g | O/U 2.5g | BTTS | 48h forecast,-,$29.99,mo,"Other endpoints - 3,000 / Day - Hard Limit | Prediction endpoint - 30,000 / Day - + $0.0005",1X2 | Prediction probability | O/U 3.5g | O/U 2.5g | BTTS | 48h forecast | Away O/U 1.5 | Away to score | Home O/U 1.5 | Home to score,-,169.0,0.0,1.0,$0.00/mo,$14.99/mo,$24.99/mo,$29.99/mo
5a86bc3ae4b00687d356f875,IP geolocation,https://rapidapi.com/whoisapi/api/ip-geolocation,6.7,100.0,1508.0,100.0,Location,187,v1,IP Geolocation API lets you locate the IP addresses of your website visitors and users as well as those addresses contained in your network logs. ,https://ip-geolocation.whoisxmlapi.com/api?mc=rapidapi,,2022-01-10T13:48:36.964Z,0,Whois XML API,https://rapidapi.com/user/whoisapi,$0.00,mo,Requests - 100 / Month - + $0.003,,10 requests per second,$99.00,mo,"Requests - 1,000,000 / Month - + $0.001",,30 requests per second,$299.00,mo,"Requests - 5,000,000 / Month - + $0.001",,30 requests per second,$499.00,mo,"Requests - 10,000,000 / Month - + $0.001",,30 requests per second,2.0,0.0,1.0,$0.00/mo,$99.00/mo,$299.00/mo,$499.00/mo
5a893a32e4b00687d356fe0f,todo_list,https://rapidapi.com/Belinskiy21/api/todo_list,,,,,Other,22,v1,simpl todo list,https://rocky-cove-79647.herokuapp.com/apipie,,2024-02-25T13:54:10.590Z,0,,https://rapidapi.com/user/Belinskiy21,$0.00,mo,"Requests - 500,000 / Month - Hard Limit",,1000 requests per hour,,,,,,,,,,,,,,,,0.0,0.0,0.0,$0.00/mo,,,
5a8a9550e4b06ec3937ae28e,Horoscope,https://rapidapi.com/HoroscopeApi/api/horoscope,0.3,44.0,637.0,0.0,Other,4667,v1,"Horoscope API - Professional Horoscopes as a simple JSON API - Access 12 horoscopes every day, written by professional astrologers.",https://horoscopes-api.launchaco.com/,,2024-02-25T13:54:17.566Z,4,,https://rapidapi.com/user/HoroscopeApi,$0.00,mo,"Requests - 500,000 / Month - Hard Limit",,1000 requests per hour,,,,,,,,,,,,,,,,9.0,0.0,0.3333333333333333,$0.00/mo,,,
5a8bb1f0e4b0a62b51d035ed,Optimize_text,https://rapidapi.com/Webinfo/api/optimize_text,7.7,100.0,4348.0,100.0,Text Analysis,6,v1,"Text Optimization Tool, to rank higher in search engine results.",https://1.fr,,2022-07-12T09:34:55.586Z,0,PY,https://rapidapi.com/user/Webinfo,,,,,,$0.00,---,Requests - 0 / Month - + $0.1,,5 requests per minute,,,,,,,,,,,0.0,0.0,0.0,,$0.00/---,,
